CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
46,false,Mr.,David,O,Lawrence,,Gear-Shift Bikes Limited,adventure-works\josé1,david19@adventure-works.com,653-555-0159,HyZexVTTLfKfhx/Sb+XHQb4vta2LC1FD3OYIkpmzMlQ=,/kc6RdY=,21849ECF-88C2-4574-89D5-397B84DF1D0F,2006-12-01 00:00:00
218,false,Mr.,David,,Johnson,,Sure & Reliable Sporting Goods,adventure-works\david8,david18@adventure-works.com,476-555-0139,tw+fIchafvuaOuwyEXmlXbPr9Vt3EILylHlmwfm6Gig=,0fgKxF4=,3C098480-0D9B-409C-8156-C7610415AC5B,2005-08-01 00:00:00
232,false,Mr.,David,,Jaffe,,Exceptional Cycle Services,adventure-works\jae0,david17@adventure-works.com,1 (11) 500 555-0140,FGdnPYTMqac/OnHuvpZH+gBqo30RCSqFL8kFsXLMOlI=,AnSCCJw=,AA451BD5-FFC2-436C-A295-81B350A5B899,2007-07-01 00:00:00
526,false,Mr.,David,L.,Givens,,Finer Sales and Service,adventure-works\josé1,david15@adventure-works.com,605-555-0111,bNPaVIrQ0uCjPy8EyuamUJBSc3o5l+dvYZ4PSl1zJJ0=,gTOrXjM=,34242469-AE37-497E-920E-AD364D7EFF4C,2005-12-01 00:00:00
609,false,Mr.,David,,Hodgson,,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,+gtwbVycsIIj2loVtrHNRN6IBLl20lQpRK8+JhzxyEo=,AwqZdYk=,907AF75B-4DBD-4E50-A0C8-3205595987B4,2006-09-01 00:00:00
29847,false,Mr.,David,,Hodgson,,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,+gtwbVycsIIj2loVtrHNRN6IBLl20lQpRK8+JhzxyEo=,AwqZdYk=,FDD7D9CB-9A81-40FC-BAF6-FACDE8DA4923,2006-09-01 00:00:00
29874,false,Mr.,David,,Jaffe,,Exceptional Cycle Services,adventure-works\jae0,david17@adventure-works.com,1 (11) 500 555-0140,FGdnPYTMqac/OnHuvpZH+gBqo30RCSqFL8kFsXLMOlI=,AnSCCJw=,50C6EB16-1E62-4E5E-BD58-363288ECEAEA,2007-07-01 00:00:00
29885,false,Mr.,David,,Johnson,,Sure & Reliable Sporting Goods,adventure-works\david8,david18@adventure-works.com,476-555-0139,tw+fIchafvuaOuwyEXmlXbPr9Vt3EILylHlmwfm6Gig=,0fgKxF4=,26C1FA1F-BF3D-40C7-BAE0-6DFD2FB3709B,2005-08-01 00:00:00
29934,false,Mr.,David,O,Lawrence,,Gear-Shift Bikes Limited,adventure-works\josé1,david19@adventure-works.com,653-555-0159,HyZexVTTLfKfhx/Sb+XHQb4vta2LC1FD3OYIkpmzMlQ=,/kc6RdY=,9FBD68B6-4626-4E37-AF6C-B6C0F127A40A,2006-12-01 00:00:00
29955,false,Mr.,David,J.,Liu,,Catalog Store,adventure-works\michael9,david20@adventure-works.com,440-555-0132,61zeTkO+eI5g8GG0swny8Wp/6GzZMFnT71fnW4lTHNY=,c7Ttvv0=,B8A33E4F-4519-45E1-BCEA-25DC890B2387,2005-08-01 00:00:00
70,false,Mr.,Deepak,,Kumar,,Outdoor Aerobic Systems Company,adventure-works\jae0,deepak0@adventure-works.com,1 (11) 500 555-0122,0d3F0pfNxXFKEufM738j3/fA0at2eUlZA8ibqRnMr7M=,6fOTb8g=,89E10B04-064E-4313-8203-91FA98A01B11,2007-08-01 00:00:00
29926,false,Mr.,Deepak,,Kumar,,Outdoor Aerobic Systems Company,adventure-works\jae0,deepak0@adventure-works.com,1 (11) 500 555-0122,0d3F0pfNxXFKEufM738j3/fA0at2eUlZA8ibqRnMr7M=,6fOTb8g=,25036429-A092-4D75-BF32-4136C15C3C1A,2007-08-01 00:00:00
136,false,Mr.,Derek,,Graham,,Wholesale Parts,adventure-works\josé1,derek0@adventure-works.com,674-555-0187,FJJVccEFyVV8NubSxOFblRtnKqQD221f9AT9xxYTOUA=,8ju6sOA=,84CD4767-F142-4D9D-9033-AD3ADE34BF74,2005-08-01 00:00:00
29794,false,Mr.,Derek,,Graham,,Wholesale Parts,adventure-works\josé1,derek0@adventure-works.com,674-555-0187,FJJVccEFyVV8NubSxOFblRtnKqQD221f9AT9xxYTOUA=,8ju6sOA=,672D41A8-2F15-474A-AD2F-934E2BDA6A4B,2005-08-01 00:00:00
598,false,Mr.,Derik,,Stenerson,,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,eiskTIJrt6kqa7sel16D8OBUVoPmh3ud4vMChJvsZCc=,0rK3P2k=,677DA2FB-A3EF-4EB3-A520-23AFBBF29226,2007-02-01 00:00:00
30032,false,Mr.,Derik,,Stenerson,,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,eiskTIJrt6kqa7sel16D8OBUVoPmh3ud4vMChJvsZCc=,0rK3P2k=,2C8B69DF-E0B4-41F8-964E-7B0CD40B6BC8,2007-02-01 00:00:00
178,false,Mr.,Dick,,Dievendorff,,Rampart Amusement Company,adventure-works\jae0,dick1@adventure-works.com,1 (11) 500 555-0193,dI9bbaCIElCUwy2PYLUYLNIrdM9yCcuTmHspqw8Wsxc=,FihOX8w=,05B8FB77-FC67-4279-AEBD-4162D21B9A11,2007-08-01 00:00:00
29713,false,Mr.,Dick,,Dievendorff,,Rampart Amusement Company,adventure-works\jae0,dick1@adventure-works.com,1 (11) 500 555-0193,dI9bbaCIElCUwy2PYLUYLNIrdM9yCcuTmHspqw8Wsxc=,FihOX8w=,31D75DE8-5F8D-4513-AB55-4269D29BAFFD,2007-08-01 00:00:00
426,false,Mr.,Dirk,J.,Bruno,,Custom Accessories Company,adventure-works\garrett1,dirk0@adventure-works.com,817-555-0114,XaEqG3bH0NhFTn8IBCk4SidcF444Tnvqqr5UjGUiN7E=,DblcZuo=,76ECB325-F500-4D90-A4FD-F2A2F8971379,2006-08-01 00:00:00
29601,false,Mr.,Dirk,J.,Bruno,,Custom Accessories Company,adventure-works\garrett1,dirk0@adventure-works.com,817-555-0114,XaEqG3bH0NhFTn8IBCk4SidcF444Tnvqqr5UjGUiN7E=,DblcZuo=,18BCB5D4-14FB-4AF6-A8C2-AF791B677F6C,2006-08-01 00:00:00
7,false,Mr.,Dominic,P.,Gash,,Associated Bikes,adventure-works\shu0,dominic0@adventure-works.com,192-555-0173,ZccoP/jZGQm+Xpzc7RKwDhS11YFNybwcPVRYTSNcnSg=,sPoUBSQ=,03E9273E-B193-448E-9823-FE0C44AEED78,2006-07-01 00:00:00
29771,false,Mr.,Dominic,P.,Gash,,Associated Bikes,adventure-works\shu0,dominic0@adventure-works.com,192-555-0173,ZccoP/jZGQm+Xpzc7RKwDhS11YFNybwcPVRYTSNcnSg=,sPoUBSQ=,281316F0-4FA6-42FD-8B3A-B532B38A7F84,2006-07-01 00:00:00
25,false,Mr.,Donald,L.,Blanton,,Coalition Bike Company,adventure-works\shu0,donald0@adventure-works.com,357-555-0161,pKYDelLBOZMO98GBzhMxBSzzE0gUYKx9dXzYTYNuBgw=,jKtOaOw=,31D03546-FB2A-4488-890E-4709A659E3F0,2006-09-01 00:00:00
113,false,Mr.,Donald,M.,Thompson,,Trendy Department Stores,adventure-works\shu0,donald1@adventure-works.com,273-555-0111,HfjBjq3HyrYM/vkKe/z2JUvmTeROuQWy7ntzIG/uTNk=,ke7sTgo=,8A84966C-5D38-41CA-990F-AD107558A6B8,2007-09-01 00:00:00
29568,false,Mr.,Donald,L.,Blanton,,Coalition Bike Company,adventure-works\shu0,donald0@adventure-works.com,357-555-0161,pKYDelLBOZMO98GBzhMxBSzzE0gUYKx9dXzYTYNuBgw=,jKtOaOw=,D8B39163-B4B4-428D-ACD7-1DF795D801DC,2006-09-01 00:00:00
30069,false,Mr.,Donald,M.,Thompson,,Trendy Department Stores,adventure-works\shu0,donald1@adventure-works.com,273-555-0111,HfjBjq3HyrYM/vkKe/z2JUvmTeROuQWy7ntzIG/uTNk=,ke7sTgo=,FFE5DE91-A621-482D-BD73-7D6B86DB4F18,2007-09-01 00:00:00
59,false,Mr.,Douglas,,Groncki,,Locks Company,adventure-works\shu0,douglas2@adventure-works.com,385-555-0140,J9nhrWh6kpc/dGBkN7HRxrrbquy1Rit9UMPv9rbYjBs=,KiAAI5M=,60708606-604C-44BE-90E1-3A0925B8060E,2007-09-01 00:00:00
431,false,Mr.,Douglas,A.,Baldwin,Jr.,Small Cycle Store,adventure-works\michael9,douglas1@adventure-works.com,583-555-0130,9lHdXDAUHUKcA9bEprsps9C8mGNyVVPQ36yJe1BxrWw=,TmbNGeI=,730AF72E-62CC-43C0-B790-975FB1F2DF0D,2005-07-01 00:00:00
29533,false,Mr.,Douglas,A.,Baldwin,Jr.,Small Cycle Store,adventure-works\michael9,douglas1@adventure-works.com,583-555-0130,9lHdXDAUHUKcA9bEprsps9C8mGNyVVPQ36yJe1BxrWw=,TmbNGeI=,83DE2678-7DBC-4B56-9EC6-682CE7652FF3,2005-07-01 00:00:00
29799,false,Mr.,Douglas,,Groncki,,Locks Company,adventure-works\shu0,douglas2@adventure-works.com,385-555-0140,J9nhrWh6kpc/dGBkN7HRxrrbquy1Rit9UMPv9rbYjBs=,KiAAI5M=,93813C3C-DDBD-4CEA-814D-2AEAE1483709,2007-09-01 00:00:00
515,false,Mr.,Dragan,,Tomic,,Rural Bicycle Supply,adventure-works\josé1,dragan1@adventure-works.com,833-555-0167,/RLlmUbwfhuCElQyoZ6r3d8DDXVYF3kfkJma4R7pL8g=,3KzW2g8=,0D4A67DB-594A-4131-A3C8-51C76265B3C5,2005-07-01 00:00:00
313,false,Mr.,Dylan,,Miller,,Metropolitan Manufacturing,adventure-works\shu0,dylan1@adventure-works.com,140-555-0192,kE/AZF2xtlVStSAI51sBwnA1CENgrWppF3qD5KxBdVE=,q1lJvKo=,2157D9A9-A284-4001-973A-27196613681A,2005-11-01 00:00:00
30022,false,Mr.,Dylan,,Miller,,Metropolitan Manufacturing,adventure-works\shu0,dylan1@adventure-works.com,140-555-0192,kE/AZF2xtlVStSAI51sBwnA1CENgrWppF3qD5KxBdVE=,q1lJvKo=,1AA7F7B6-5A35-463C-B744-E9F8955901E3,2005-11-01 00:00:00
406,false,Mr.,Eddie,M.,Holmes,,The Commissary,adventure-works\josé1,eddie0@adventure-works.com,570-555-0199,ClF4Z2L4qQo1wgDJduU5/gxrvxuwBxlzP75SHI50bGM=,S111y4k=,04C17472-C4DA-40B1-82FA-B08D3828B863,2006-12-01 00:00:00
29852,false,Mr.,Eddie,M.,Holmes,,The Commissary,adventure-works\josé1,eddie0@adventure-works.com,570-555-0199,ClF4Z2L4qQo1wgDJduU5/gxrvxuwBxlzP75SHI50bGM=,S111y4k=,E889CC1C-4CA1-4684-97BC-26E65D7CE755,2006-12-01 00:00:00
424,false,Mr.,Eli,,Bowen,,Bikes for Two,adventure-works\josé1,eli0@adventure-works.com,371-555-0143,lQBr+SJMfQdHmj/GHgx+x1PKMKtwLGbiInwVTo+4Qfo=,7P8PxcQ=,1907F0A4-BFFE-4A3B-BEC8-76D0AECB2D30,2006-09-01 00:00:00
29576,false,Mr.,Eli,,Bowen,,Bikes for Two,adventure-works\josé1,eli0@adventure-works.com,371-555-0143,lQBr+SJMfQdHmj/GHgx+x1PKMKtwLGbiInwVTo+4Qfo=,7P8PxcQ=,19E3AD5C-CAA8-41F6-9781-D56C651B4133,2006-09-01 00:00:00
55,false,Mr.,Eric,,Lang,,Kickstands and Accessories Company,adventure-works\pamela0,eric6@adventure-works.com,932-555-0163,katp5sn21ZqJq5Z26YRBk9XXP3iFjpsX7tNPYAAxZlI=,xw9RymE=,F5D3997B-AD06-46A0-94AF-A4460F4BE471,2007-09-01 00:00:00
83,false,Mr.,Eric,J.,Brumfield,,Requisite Part Supply,adventure-works\josé1,eric3@adventure-works.com,644-555-0114,pd7lPYE+Gn7QnX4l6aMxG6WiRZGpPVsBcJ1kBpXl7pc=,MAOhXKA=,8E01F170-64D3-4B74-82E1-D1691AE9F37C,2005-07-01 00:00:00
241,false,Mr.,Eric,A.,Jacobsen,,Vale Riding Supplies,adventure-works\shu0,eric5@adventure-works.com,703-555-0120,KONBZCeYvjn9uAVeRFeN0CzMQcKJjrofhFrGTXAscDI=,3V8BWNc=,FF342E5E-445C-4900-AA71-F15656A7D24D,2007-07-01 00:00:00
29596,false,Mr.,Eric,J.,Brumfield,,Requisite Part Supply,adventure-works\josé1,eric3@adventure-works.com,644-555-0114,pd7lPYE+Gn7QnX4l6aMxG6WiRZGpPVsBcJ1kBpXl7pc=,MAOhXKA=,A6172F3E-C548-45CB-B1D7-79CA27AC267B,2005-07-01 00:00:00
29871,false,Mr.,Eric,A.,Jacobsen,,Vale Riding Supplies,adventure-works\shu0,eric5@adventure-works.com,703-555-0120,KONBZCeYvjn9uAVeRFeN0CzMQcKJjrofhFrGTXAscDI=,3V8BWNc=,AA2D309C-61D0-4DDF-A8E3-725E5763B6FF,2007-07-01 00:00:00
29931,false,Mr.,Eric,,Lang,,Kickstands and Accessories Company,adventure-works\pamela0,eric6@adventure-works.com,932-555-0163,katp5sn21ZqJq5Z26YRBk9XXP3iFjpsX7tNPYAAxZlI=,xw9RymE=,7A417F32-0878-45FF-A994-34ED19C5BB11,2007-09-01 00:00:00
253,false,Mr.,Erik,,Ismert,,Roving Sports,adventure-works\pamela0,erik0@adventure-works.com,116-555-0163,qH31PnQBwyUFQKdjw4bJmkw4mcqJUwRlENuk3bHLNx4=,xAk6xGo=,E09AB347-7FB1-453F-A4BD-377E68EC8C33,2006-07-01 00:00:00
29867,false,Mr.,Erik,,Ismert,,Roving Sports,adventure-works\pamela0,erik0@adventure-works.com,116-555-0163,qH31PnQBwyUFQKdjw4bJmkw4mcqJUwRlENuk3bHLNx4=,xAk6xGo=,8F805F22-745B-42AD-8130-AD8A7967B011,2006-07-01 00:00:00
97,false,Mr.,Eugene,,Kogan,,Mountain Bike Center,adventure-works\shu0,eugene2@adventure-works.com,136-555-0134,Tp1Zre+rOA0pmlkyosHvuAxhbMWt7UcvCPrAYmXyI+w=,GdsdWsk=,355EB5D8-6B4C-4FFF-B12B-40F89CA4E31D,2006-08-01 00:00:00
29919,false,Mr.,Eugene,,Kogan,,Mountain Bike Center,adventure-works\shu0,eugene2@adventure-works.com,136-555-0134,Tp1Zre+rOA0pmlkyosHvuAxhbMWt7UcvCPrAYmXyI+w=,GdsdWsk=,5D0FA571-03D2-4614-8309-ABB42881AE6A,2006-08-01 00:00:00
421,false,Mr.,Forrest,J.,Chandler,,Fitness Cycling,adventure-works\shu0,forrest0@adventure-works.com,448-555-0179,QHqQuKTbipj1cJzbCkCMH+zQGE09jtToYi9uy0cv77E=,KOGA0IE=,B70D3CF0-B999-46E6-A004-E551C302EF24,2007-07-01 00:00:00
29650,false,Mr.,Forrest,J.,Chandler,,Fitness Cycling,adventure-works\shu0,forrest0@adventure-works.com,448-555-0179,QHqQuKTbipj1cJzbCkCMH+zQGE09jtToYi9uy0cv77E=,KOGA0IE=,0BA6EC0D-0B9F-4B40-AE69-3079A9EF9B22,2007-07-01 00:00:00
280,false,Mr.,Frances,J.,Giglio,,Standard Bikes,adventure-works\josé1,frances1@adventure-works.com,692-555-0136,Vf9lyf+xKSbSXq9yAcMEF9niZm29wvPV9e9dU9sYQVc=,6ansEQA=,73B26C19-1113-427F-BBAB-BEB6FCDA33C3,2006-08-01 00:00:00
29780,false,Mr.,Frances,J.,Giglio,,Standard Bikes,adventure-works\josé1,frances1@adventure-works.com,692-555-0136,Vf9lyf+xKSbSXq9yAcMEF9niZm29wvPV9e9dU9sYQVc=,6ansEQA=,CB6D6A16-6722-457B-94BF-03F5CAC268A3,2006-08-01 00:00:00
187,false,Mr.,Frank,,Campbell,,Trailblazing Sports,adventure-works\shu0,frank4@adventure-works.com,491-555-0132,XKb/GbNNUPKesifxpBwavz3wz5Y3jbFPJgsBIVEFvO0=,/9h1e7s=,3329CE97-BB9F-4C36-9197-A6EEE803BD94,2005-09-01 00:00:00
205,false,Mr.,Frank,,Mart¡nez,,Rally Master Company Inc,adventure-works\shu0,frank5@adventure-works.com,171-555-0147,om5PZqKM1Q45cWiYPIrXl/Aae/JkbppbhDiC35ExpI8=,6YiQ2V8=,9DB0BD27-5CE6-4F6D-8C90-A85422B86060,2007-07-01 00:00:00
310,false,Mr.,Frank,,Miller,,Orange Bicycle Company,adventure-works\jillian0,frank6@adventure-works.com,118-555-0184,h7ho5pw1ypORUO13IMzogsDDW1C9bUTmGWsz06Xax8E=,n/q5ims=,0D9A0E94-F5E9-4021-8E81-F7F2F18144B1,2006-08-01 00:00:00
29938,false,Mr.,Frank,,Campbell,,Trailblazing Sports,adventure-works\shu0,frank4@adventure-works.com,491-555-0132,XKb/GbNNUPKesifxpBwavz3wz5Y3jbFPJgsBIVEFvO0=,/9h1e7s=,8739BCCD-A0F4-496D-875E-46963B2F9723,2005-09-01 00:00:00
29987,false,Mr.,Frank,,Mart¡nez,,Rally Master Company Inc,adventure-works\shu0,frank5@adventure-works.com,171-555-0147,om5PZqKM1Q45cWiYPIrXl/Aae/JkbppbhDiC35ExpI8=,6YiQ2V8=,7CB529E5-6532-4BB3-B38F-971C2E820A80,2007-07-01 00:00:00
30023,false,Mr.,Frank,,Miller,,Orange Bicycle Company,adventure-works\jillian0,frank6@adventure-works.com,118-555-0184,h7ho5pw1ypORUO13IMzogsDDW1C9bUTmGWsz06Xax8E=,n/q5ims=,0EB59B8A-807F-4596-AF6B-4D73AB4D0C75,2006-08-01 00:00:00
506,false,Mr.,François,,Ferrier,,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,Li26cq1s3a+0YJcgjemlepj98r5eUwJlyHGmDJnSCWI=,NVfuzjo=,794AA83A-293D-4A91-BCF5-D40471B46569,2005-07-01 00:00:00
29497,false,Mr.,François,,Ferrier,,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,Li26cq1s3a+0YJcgjemlepj98r5eUwJlyHGmDJnSCWI=,NVfuzjo=,EEEF3C65-08F9-49C6-AE12-A2FCDEDACAF5,2005-07-01 00:00:00
492,false,Mr.,Garth,,Fort,,Basic Sports Equipment,adventure-works\linda3,garth0@adventure-works.com,768-555-0125,M2NMXJ5k9IJ7AKmryPzUhZqIMVsjJHs5P2voDCVEbsc=,sQuHPto=,8194B68E-AF15-4EDC-B403-6C8F7475492B,2005-08-01 00:00:00
29757,false,Mr.,Garth,,Fort,,Basic Sports Equipment,adventure-works\linda3,garth0@adventure-works.com,768-555-0125,M2NMXJ5k9IJ7AKmryPzUhZqIMVsjJHs5P2voDCVEbsc=,sQuHPto=,F90748FF-6A57-4A62-80D9-BDB134E1408D,2005-08-01 00:00:00
349,false,Mr.,Gary,T,Vargas,,Exercise Center,adventure-works\shu0,gary6@adventure-works.com,112-555-0176,WH8bTbYkazE9T0ktiZYIAYDdJXsvjr2zbLiT3gxR6zk=,Zkv5OCw=,B23474BF-01CC-4A5E-902C-D6A4EB5ED777,2006-09-01 00:00:00
484,false,Mr.,Gary,J.,Suess,,Downhill Bicycle Specialists,adventure-works\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,vQKhd203Tno3eBvyJW+nSrZ8E387QlZFJA7DcRyrcoI=,n/cr6qs=,37398B37-B78B-4460-B012-665828C6B9EC,2006-08-01 00:00:00
30044,false,Mr.,Gary,J.,Suess,,Downhill Bicycle Specialists,adventure-works\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,vQKhd203Tno3eBvyJW+nSrZ8E387QlZFJA7DcRyrcoI=,n/cr6qs=,BA59C532-D2BA-4613-837F-893022F6E155,2006-08-01 00:00:00
30110,false,Mr.,Gary,T,Vargas,,Exercise Center,adventure-works\shu0,gary6@adventure-works.com,112-555-0176,WH8bTbYkazE9T0ktiZYIAYDdJXsvjr2zbLiT3gxR6zk=,Zkv5OCw=,4460C7AA-FE06-4D56-98CB-6DE6E050D73A,2006-09-01 00:00:00
115,false,Mr.,George,Z.,Li,,Security Racks and Locks Wholesalers,adventure-works\shu0,george3@adventure-works.com,699-555-0183,y3YyySPHg7l+/+LZkIFmyZ7gE+BOIOdPEq+t+oE093g=,4m5UYgM=,080F7047-8396-4CEC-AB43-56CF41DE4E00,2006-08-01 00:00:00
577,false,Mr.,George,M.,Huckaby,,Synthetic Materials Manufacturing,adventure-works\pamela0,george1@adventure-works.com,851-555-0127,BEq/PlDx4jHq8M8eOxUHo3LyOu4Aetq3bsbr8QlvMuI=,GVMmXow=,4FD75307-57E3-44B4-99F7-FB0206F5222E,2006-01-01 00:00:00
29858,false,Mr.,George,M.,Huckaby,,Synthetic Materials Manufacturing,adventure-works\pamela0,george1@adventure-works.com,851-555-0127,BEq/PlDx4jHq8M8eOxUHo3LyOu4Aetq3bsbr8QlvMuI=,GVMmXow=,44A21C41-BFC8-4551-89AD-344C26966A74,2006-01-01 00:00:00
29949,false,Mr.,George,Z.,Li,,Security Racks and Locks Wholesalers,adventure-works\shu0,george3@adventure-works.com,699-555-0183,y3YyySPHg7l+/+LZkIFmyZ7gE+BOIOdPEq+t+oE093g=,4m5UYgM=,67582572-8246-4544-A083-502A1EEF1FA0,2006-08-01 00:00:00
672,false,Mr.,Gerald,M.,Drury,,Utilitarian Sporting Goods,adventure-works\shu0,gerald0@adventure-works.com,169-555-0178,Jlxkjapdo78bvTdzddS8yoUxcj6pyFuXwdsCGn6KHvI=,ClRPyyM=,6C3F1514-0E59-467C-AD84-1FCAB936E521,2007-09-01 00:00:00
29720,false,Mr.,Gerald,M.,Drury,,Utilitarian Sporting Goods,adventure-works\shu0,gerald0@adventure-works.com,169-555-0178,Jlxkjapdo78bvTdzddS8yoUxcj6pyFuXwdsCGn6KHvI=,ClRPyyM=,780CC0A0-5F32-4A54-9CF9-BD4E6090BF69,2007-09-01 00:00:00
461,false,Mr.,Glenn,J.,Track,II,Active Life Toys,adventure-works\josé1,glenn0@adventure-works.com,907-555-0170,ZLp7yG5TYPKeQ7F+bE+OAdM4Z6HzU3EWjyk8211nuP8=,Vuzh1IE=,25EE1C59-AA4A-44E6-AD18-70F2B8FDE302,2006-09-01 00:00:00
30083,false,Mr.,Glenn,J.,Track,II,Active Life Toys,adventure-works\josé1,glenn0@adventure-works.com,907-555-0170,ZLp7yG5TYPKeQ7F+bE+OAdM4Z6HzU3EWjyk8211nuP8=,Vuzh1IE=,B55CB46C-7C76-4723-A120-DAF3CA003009,2006-09-01 00:00:00
287,false,Mr.,Grant,,Culbertson,,Handy Bike Services,adventure-works\michael9,grant1@adventure-works.com,859-555-0173,nkkvhNgGMBN5JS2w3ewyvV4KCwrTMYC4+yoS/4hIUok=,fqDHYeo=,448CBBFE-EDDC-443D-B7C8-57AEAA463BE5,2005-08-01 00:00:00
29688,false,Mr.,Grant,,Culbertson,,Handy Bike Services,adventure-works\michael9,grant1@adventure-works.com,859-555-0173,nkkvhNgGMBN5JS2w3ewyvV4KCwrTMYC4+yoS/4hIUok=,fqDHYeo=,D60AE47B-4A9F-44B5-A7AE-3D1091040242,2005-08-01 00:00:00
415,false,Mr.,Greg,,Chapman,,Imaginary Toys,adventure-works\pamela0,greg1@adventure-works.com,708-555-0169,O4klT8SXfYnT7o3qMpvaJ2lqs00qG6/UsfyahQihxFU=,Ze2j4rQ=,01289F01-9785-4DEA-A896-92592F1F90B2,2006-07-01 00:00:00
570,false,Mr.,Gregory,F.,Alderson,,Family's Favorite Bike Shop,adventure-works\garrett1,gregory0@adventure-works.com,968-555-0153,tEgc21LcZ3r2OP2nJIkrbmo2fXvbIC9npM6uzG1osbY=,IlDduMc=,8F7E5659-CA92-4048-BAFF-F4B6E80A8801,2006-08-01 00:00:00
644,false,Mr.,Gregory,T.,Vanderbout,Jr.,Convenient Sales and Service,adventure-works\pamela0,gregory1@adventure-works.com,684-555-0134,syI1UO2qeBH9g2tg2nu3DTejZc7OEShGw8jxOqXfATY=,FAw6ojc=,9CCD22E6-5ACF-4378-BA69-1FE722239354,2006-09-01 00:00:00
29503,false,Mr.,Gregory,F.,Alderson,,Family's Favorite Bike Shop,adventure-works\garrett1,gregory0@adventure-works.com,968-555-0153,tEgc21LcZ3r2OP2nJIkrbmo2fXvbIC9npM6uzG1osbY=,IlDduMc=,76F035BE-E0E4-47A9-A873-BE3012B15C00,2006-08-01 00:00:00
30105,false,Mr.,Gregory,T.,Vanderbout,Jr.,Convenient Sales and Service,adventure-works\pamela0,gregory1@adventure-works.com,684-555-0134,syI1UO2qeBH9g2tg2nu3DTejZc7OEShGw8jxOqXfATY=,FAw6ojc=,67CA966E-B20F-4230-B81C-42F0919D3EE6,2006-09-01 00:00:00
277,false,Mr.,Guy,,Gilbert,,The Bicycle Accessories Company,adventure-works\shu0,guy0@adventure-works.com,583-555-0198,YMhZzdS3NtxXPsz/PPksfdYWIvhuoemim9KoDsx20cg=,rQoQs38=,37156292-0D92-4F6B-9014-CCB0B29E9F9A,2006-09-01 00:00:00
29781,false,Mr.,Guy,,Gilbert,,The Bicycle Accessories Company,adventure-works\shu0,guy0@adventure-works.com,583-555-0198,YMhZzdS3NtxXPsz/PPksfdYWIvhuoemim9KoDsx20cg=,rQoQs38=,68835187-35C9-4C57-A0CF-CB9EB2E713D7,2006-09-01 00:00:00
192,false,Mr.,Hao,,Chen,,Nuts and Bolts Mfg.,adventure-works\garrett1,hao1@adventure-works.com,117-555-0173,iwlZhoYS98IRDbB9ps/YqC5ITCR+AZm5L+5g5nqHzE4=,okCr0j4=,84401968-8977-4380-9B4E-D5149C8126C0,2005-08-01 00:00:00
272,false,Mr.,Henry,L.,Campen,,Metro Cycle Shop,adventure-works\david8,henry0@adventure-works.com,635-555-0126,sk3ylc8GdTAWxH2DM4cy8rLkoHXK7tIeMWUl3VNm+Bk=,2NEGr8A=,B80F890D-A6A1-4DFC-B763-ECD7743C3C2A,2005-09-01 00:00:00
29622,false,Mr.,Henry,L.,Campen,,Metro Cycle Shop,adventure-works\david8,henry0@adventure-works.com,635-555-0126,sk3ylc8GdTAWxH2DM4cy8rLkoHXK7tIeMWUl3VNm+Bk=,2NEGr8A=,EA5EA0F8-67B9-4D47-9D52-220F951FC446,2005-09-01 00:00:00
204,false,Mr.,Ido,,Ben-Sachar,,Traction Tire Company,adventure-works\linda3,ido0@adventure-works.com,973-555-0112,miuh5Po0s3jNnKrMwmuROEApoKFRWumb1K1EMP0hGB0=,TLqFgK0=,C807870F-FA5D-44CB-B373-47ECAC52C1D8,2005-07-01 00:00:00
364,false,Mr.,Imtiaz,,Khan,,District Mall,adventure-works\jillian0,imtiaz0@adventure-works.com,249-555-0179,NiUsCVv2EYAYfE2mK4VPPDgV7BXgOR4eQ4yVOvsOG1A=,Cdwoi3o=,9D91F4ED-58B5-4A59-9894-8FD17EBDFC9B,2005-08-01 00:00:00
29906,false,Mr.,Imtiaz,,Khan,,District Mall,adventure-works\jillian0,imtiaz0@adventure-works.com,249-555-0179,NiUsCVv2EYAYfE2mK4VPPDgV7BXgOR4eQ4yVOvsOG1A=,Cdwoi3o=,FD02037F-6C68-43AE-8007-797A28CFD117,2005-08-01 00:00:00
365,false,Mr.,Jack,,Creasey,,Distinctive Store,adventure-works\shu0,jack2@adventure-works.com,539-555-0182,ao0Wb4hq67DVVcZYX2vO/mOgiZoTtJMBJzi4/wt8mrE=,7wlaV4Y=,AB87B283-4B2B-48AD-9D10-6B9F2D4D0BAA,2005-09-01 00:00:00
